date,year,month,day,day_of_week,is_weekend,volume_millions,value_crores,avg_txn_value_inr
2020-01-14,2020,1,14,Tuesday,0,42.11,1490.0,353.84
2020-01-15,2020,1,15,Wednesday,0,42.69,1510.64,353.86
2020-01-16,2020,1,16,Thursday,0,40.85,1445.55,353.87
2020-01-17,2020,1,17,Friday,0,45.59,1613.1,353.83
2020-01-18,2020,1,18,Saturday,1,33.93,1200.57,353.84
2020-01-19,2020,1,19,Sunday,1,35.57,1258.66,353.85
2020-01-20,2020,1,20,Monday,0,42.97,1520.63,353.88
2020-01-21,2020,1,21,Tuesday,0,41.09,1453.81,353.81
2020-01-22,2020,1,22,Wednesday,0,43.57,1541.74,353.85
2020-01-23,2020,1,23,Thursday,0,43.39,1535.28,353.83
2020-01-24,2020,1,24,Friday,0,46.14,1632.71,353.86
2020-01-25,2020,1,25,Saturday,1,34.33,1214.91,353.89
2020-01-26,2020,1,26,Sunday,1,35.31,1249.51,353.87
2020-01-27,2020,1,27,Monday,0,45.64,1615.05,353.87
2020-01-28,2020,1,28,Tuesday,0,42.19,1492.93,353.86
2020-01-29,2020,1,29,Wednesday,0,44.94,1590.05,353.82
2020-01-30,2020,1,30,Thursday,0,48.88,1729.78,353.88
2020-01-31,2020,1,31,Friday,0,52.46,1856.22,353.84
2020-02-01,2020,2,1,Saturday,1,44.2,1557.91,352.47
2020-02-02,2020,2,2,Sunday,1,44.9,1582.51,352.45
2020-02-03,2020,2,3,Monday,0,47.79,1684.54,352.49
2020-02-04,2020,2,4,Tuesday,0,46.68,1645.58,352.52
2020-02-05,2020,2,5,Wednesday,0,47.03,1657.59,352.45
2020-02-06,2020,2,6,Thursday,0,44.64,1573.35,352.45
2020-02-07,2020,2,7,Friday,0,47.55,1675.9,352.45
2020-02-08,2020,2,8,Saturday,1,36.34,1280.88,352.47
2020-02-09,2020,2,9,Sunday,1,39.55,1394.2,352.52
2020-02-10,2020,2,10,Monday,0,46.49,1638.57,352.46
2020-02-11,2020,2,11,Tuesday,0,42.76,1507.27,352.5
2020-02-12,2020,2,12,Wednesday,0,46.25,1630.13,352.46
2020-02-13,2020,2,13,Thursday,0,49.13,1731.86,352.51
2020-02-14,2020,2,14,Friday,0,49.36,1739.96,352.5
2020-02-15,2020,2,15,Saturday,1,40.01,1410.18,352.46
2020-02-16,2020,2,16,Sunday,1,38.97,1373.6,352.48
2020-02-17,2020,2,17,Monday,0,47.86,1687.13,352.51
2020-02-18,2020,2,18,Tuesday,0,46.97,1655.77,352.52
2020-02-19,2020,2,19,Wednesday,0,45.32,1597.31,352.45
2020-02-20,2020,2,20,Thursday,0,46.08,1624.27,352.49
2020-02-21,2020,2,21,Friday,0,49.81,1755.8,352.5
2020-02-22,2020,2,22,Saturday,1,37.94,1337.35,352.49
2020-02-23,2020,2,23,Sunday,1,40.22,1417.6,352.46
2020-02-24,2020,2,24,Monday,0,47.76,1683.45,352.48
2020-02-25,2020,2,25,Tuesday,0,44.68,1574.81,352.46
2020-02-26,2020,2,26,Wednesday,0,46.45,1637.28,352.48
2020-02-27,2020,2,27,Thursday,0,44.48,1567.91,352.5
2020-02-28,2020,2,28,Friday,0,56.82,2002.86,352.49
2020-02-29,2020,2,29,Saturday,1,44.67,1574.58,352.49
2020-03-01,2020,3,1,Sunday,1,40.82,1423.6,348.75
2020-03-02,2020,3,2,Monday,0,49.22,1716.63,348.77
2020-03-03,2020,3,3,Tuesday,0,40.19,1401.56,348.73
2020-03-04,2020,3,4,Wednesday,0,41.21,1437.02,348.71
2020-03-05,2020,3,5,Thursday,0,41.9,1461.11,348.71
2020-03-06,2020,3,6,Friday,0,44.11,1538.29,348.74
2020-03-07,2020,3,7,Saturday,1,34.2,1192.66,348.73
2020-03-08,2020,3,8,Sunday,1,32.6,1137.02,348.78
2020-03-09,2020,3,9,Monday,0,40.95,1427.93,348.7
2020-03-10,2020,3,10,Tuesday,0,39.85,1389.77,348.75
2020-03-11,2020,3,11,Wednesday,0,39.48,1376.97,348.78
2020-03-12,2020,3,12,Thursday,0,39.99,1394.75,348.77
2020-03-13,2020,3,13,Friday,0,43.51,1517.21,348.7
2020-03-14,2020,3,14,Saturday,1,34.83,1214.51,348.7
2020-03-15,2020,3,15,Sunday,1,34.1,1189.25,348.75
2020-03-16,2020,3,16,Monday,0,42.82,1493.21,348.72
2020-03-17,2020,3,17,Tuesday,0,40.3,1405.33,348.72
2020-03-18,2020,3,18,Wednesday,0,37.84,1319.49,348.7
2020-03-19,2020,3,19,Thursday,0,39.09,1363.09,348.71
2020-03-20,2020,3,20,Friday,0,43.26,1508.76,348.77
2020-03-21,2020,3,21,Saturday,1,32.73,1141.32,348.71
2020-03-22,2020,3,22,Sunday,1,34.91,1217.47,348.75
2020-03-23,2020,3,23,Monday,0,44.08,1537.16,348.72
2020-03-24,2020,3,24,Tuesday,0,41.69,1453.9,348.74
2020-03-25,2020,3,25,Wednesday,0,39.96,1393.63,348.76
2020-03-26,2020,3,26,Thursday,0,42.02,1465.34,348.72
2020-03-27,2020,3,27,Friday,0,43.62,1521.08,348.71
2020-03-28,2020,3,28,Saturday,1,33.78,1178.04,348.74
2020-03-29,2020,3,29,Sunday,1,33.45,1166.41,348.7
2020-03-30,2020,3,30,Monday,0,48.15,1679.02,348.71
2020-03-31,2020,3,31,Tuesday,0,45.71,1594.22,348.77
2020-04-01,2020,4,1,Wednesday,0,38.51,1318.36,342.34
2020-04-02,2020,4,2,Thursday,0,38.5,1317.97,342.33
2020-04-03,2020,4,3,Friday,0,35.99,1231.92,342.3
2020-04-04,2020,4,4,Saturday,1,28.76,984.43,342.29
2020-04-05,2020,4,5,Sunday,1,29.51,1010.22,342.33
2020-04-06,2020,4,6,Monday,0,35.94,1230.09,342.26
2020-04-07,2020,4,7,Tuesday,0,31.84,1089.76,342.26
2020-04-08,2020,4,8,Wednesday,0,30.77,1053.18,342.27
2020-04-09,2020,4,9,Thursday,0,34.25,1172.54,342.35
2020-04-10,2020,4,10,Friday,0,34.62,1185.04,342.3
2020-04-11,2020,4,11,Saturday,1,28.1,961.79,342.27
2020-04-12,2020,4,12,Sunday,1,27.15,929.44,342.34
2020-04-13,2020,4,13,Monday,0,33.18,1135.94,342.36
2020-04-14,2020,4,14,Tuesday,0,33.86,1159.09,342.32
2020-04-15,2020,4,15,Wednesday,0,34.08,1166.54,342.29
2020-04-16,2020,4,16,Thursday,0,32.74,1120.84,342.35
2020-04-17,2020,4,17,Friday,0,33.4,1143.15,342.26
2020-04-18,2020,4,18,Saturday,1,27.78,950.79,342.26
2020-04-19,2020,4,19,Sunday,1,28.71,982.89,342.35
2020-04-20,2020,4,20,Monday,0,33.51,1146.99,342.28
2020-04-21,2020,4,21,Tuesday,0,33.5,1146.84,342.34
2020-04-22,2020,4,22,Wednesday,0,33.3,1140.04,342.35
2020-04-23,2020,4,23,Thursday,0,33.9,1160.39,342.3
2020-04-24,2020,4,24,Friday,0,36.11,1235.9,342.26
2020-04-25,2020,4,25,Saturday,1,27.35,936.19,342.3
2020-04-26,2020,4,26,Sunday,1,29.52,1010.42,342.28
2020-04-27,2020,4,27,Monday,0,34.83,1192.17,342.28
2020-04-28,2020,4,28,Tuesday,0,33.29,1139.63,342.33
2020-04-29,2020,4,29,Wednesday,0,37.25,1274.93,342.26
2020-04-30,2020,4,30,Thursday,0,37.81,1294.21,342.29
2020-05-01,2020,5,1,Friday,0,48.24,1644.87,340.98
2020-05-02,2020,5,2,Saturday,1,38.69,1319.09,340.94
2020-05-03,2020,5,3,Sunday,1,35.89,1223.8,340.99
2020-05-04,2020,5,4,Monday,0,40.17,1369.75,340.99
2020-05-05,2020,5,5,Tuesday,0,37.89,1292.02,340.99
2020-05-06,2020,5,6,Wednesday,0,41.58,1417.67,340.95
2020-05-07,2020,5,7,Thursday,0,39.57,1349.22,340.97
2020-05-08,2020,5,8,Friday,0,42.21,1439.11,340.94
2020-05-09,2020,5,9,Saturday,1,35.09,1196.44,340.96
2020-05-10,2020,5,10,Sunday,1,33.13,1129.41,340.9
2020-05-11,2020,5,11,Monday,0,44.0,1500.01,340.91
2020-05-12,2020,5,12,Tuesday,0,40.63,1385.36,340.97
2020-05-13,2020,5,13,Wednesday,0,39.24,1337.87,340.95
2020-05-14,2020,5,14,Thursday,0,42.4,1445.61,340.95
2020-05-15,2020,5,15,Friday,0,42.28,1441.69,340.99
2020-05-16,2020,5,16,Saturday,1,34.74,1184.31,340.91
2020-05-17,2020,5,17,Sunday,1,34.21,1166.27,340.91
2020-05-18,2020,5,18,Monday,0,43.37,1478.65,340.94
2020-05-19,2020,5,19,Tuesday,0,41.69,1421.35,340.93
2020-05-20,2020,5,20,Wednesday,0,39.86,1359.05,340.96
2020-05-21,2020,5,21,Thursday,0,38.92,1327.05,340.97
2020-05-22,2020,5,22,Friday,0,43.56,1485.1,340.93
2020-05-23,2020,5,23,Saturday,1,33.04,1126.48,340.94
2020-05-24,2020,5,24,Sunday,1,36.25,1236.09,340.99
2020-05-25,2020,5,25,Monday,0,41.98,1431.19,340.92
2020-05-26,2020,5,26,Tuesday,0,39.39,1342.86,340.91
2020-05-27,2020,5,27,Wednesday,0,40.04,1365.26,340.97
2020-05-28,2020,5,28,Thursday,0,38.21,1302.87,340.98
2020-05-29,2020,5,29,Friday,0,41.85,1426.79,340.93
2020-05-30,2020,5,30,Saturday,1,40.58,1383.42,340.91
2020-05-31,2020,5,31,Sunday,1,38.02,1296.42,340.98
2020-06-01,2020,6,1,Monday,0,52.33,1798.07,343.6
2020-06-02,2020,6,2,Tuesday,0,52.2,1793.67,343.61
2020-06-03,2020,6,3,Wednesday,0,46.26,1589.6,343.62
2020-06-04,2020,6,4,Thursday,0,45.63,1568.11,343.66
2020-06-05,2020,6,5,Friday,0,49.58,1703.67,343.62
2020-06-06,2020,6,6,Saturday,1,36.96,1269.9,343.59
2020-06-07,2020,6,7,Sunday,1,36.06,1239.28,343.67
2020-06-08,2020,6,8,Monday,0,48.92,1680.89,343.6
2020-06-09,2020,6,9,Tuesday,0,44.24,1520.14,343.61
2020-06-10,2020,6,10,Wednesday,0,44.33,1523.45,343.66
2020-06-11,2020,6,11,Thursday,0,46.45,1596.16,343.63
2020-06-12,2020,6,12,Friday,0,48.99,1683.41,343.62
2020-06-13,2020,6,13,Saturday,1,38.58,1325.74,343.63
2020-06-14,2020,6,14,Sunday,1,40.87,1404.45,343.64
2020-06-15,2020,6,15,Monday,0,46.04,1582.12,343.64
2020-06-16,2020,6,16,Tuesday,0,45.91,1577.73,343.66
2020-06-17,2020,6,17,Wednesday,0,44.75,1537.63,343.6
2020-06-18,2020,6,18,Thursday,0,45.03,1547.37,343.63
2020-06-19,2020,6,19,Friday,0,50.29,1728.19,343.64
2020-06-20,2020,6,20,Saturday,1,38.65,1328.14,343.63
2020-06-21,2020,6,21,Sunday,1,38.69,1329.54,343.64
2020-06-22,2020,6,22,Monday,0,48.34,1661.14,343.64
2020-06-23,2020,6,23,Tuesday,0,44.18,1518.19,343.64
2020-06-24,2020,6,24,Wednesday,0,43.55,1496.35,343.59
2020-06-25,2020,6,25,Thursday,0,43.27,1486.89,343.63
2020-06-26,2020,6,26,Friday,0,45.61,1567.25,343.62
2020-06-27,2020,6,27,Saturday,1,40.73,1399.44,343.59
2020-06-28,2020,6,28,Sunday,1,36.49,1253.95,343.64
2020-06-29,2020,6,29,Monday,0,53.6,1841.8,343.62
2020-06-30,2020,6,30,Tuesday,0,50.94,1750.59,343.66
2020-07-01,2020,7,1,Wednesday,0,56.06,1927.17,343.77
2020-07-02,2020,7,2,Thursday,0,56.91,1956.29,343.75
2020-07-03,2020,7,3,Friday,0,53.41,1836.19,343.79
2020-07-04,2020,7,4,Saturday,1,40.21,1382.37,343.79
2020-07-05,2020,7,5,Sunday,1,40.82,1403.09,343.73
2020-07-06,2020,7,6,Monday,0,51.13,1757.58,343.75
2020-07-07,2020,7,7,Tuesday,0,47.94,1648.1,343.78
2020-07-08,2020,7,8,Wednesday,0,50.63,1740.55,343.78
2020-07-09,2020,7,9,Thursday,0,49.01,1684.94,343.8
2020-07-10,2020,7,10,Friday,0,53.23,1829.93,343.78
2020-07-11,2020,7,11,Saturday,1,42.02,1444.43,343.75
2020-07-12,2020,7,12,Sunday,1,42.76,1469.87,343.75
2020-07-13,2020,7,13,Monday,0,50.98,1752.53,343.77
2020-07-14,2020,7,14,Tuesday,0,46.42,1595.88,343.79
2020-07-15,2020,7,15,Wednesday,0,48.88,1680.39,343.78
2020-07-16,2020,7,16,Thursday,0,47.36,1628.04,343.76
2020-07-17,2020,7,17,Friday,0,51.4,1766.99,343.77
2020-07-18,2020,7,18,Saturday,1,41.91,1440.62,343.74
2020-07-19,2020,7,19,Sunday,1,42.85,1473.1,343.78
2020-07-20,2020,7,20,Monday,0,50.75,1744.57,343.76
2020-07-21,2020,7,21,Tuesday,0,48.75,1675.87,343.77
2020-07-22,2020,7,22,Wednesday,0,50.77,1745.28,343.76
2020-07-23,2020,7,23,Thursday,0,48.65,1672.48,343.78
2020-07-24,2020,7,24,Friday,0,55.94,1922.92,343.75
2020-07-25,2020,7,25,Saturday,1,41.88,1439.58,343.74
2020-07-26,2020,7,26,Sunday,1,38.51,1323.7,343.73
2020-07-27,2020,7,27,Monday,0,51.81,1781.04,343.76
2020-07-28,2020,7,28,Tuesday,0,48.86,1679.47,343.73
2020-07-29,2020,7,29,Wednesday,0,50.17,1724.73,343.78
2020-07-30,2020,7,30,Thursday,0,56.67,1948.12,343.77
2020-07-31,2020,7,31,Friday,0,59.76,2054.39,343.77
2020-08-01,2020,8,1,Saturday,1,48.84,1729.03,354.02
2020-08-02,2020,8,2,Sunday,1,50.67,1793.78,354.01
2020-08-03,2020,8,3,Monday,0,53.5,1893.97,354.01
2020-08-04,2020,8,4,Tuesday,0,51.31,1816.51,354.03
2020-08-05,2020,8,5,Wednesday,0,53.14,1881.35,354.04
2020-08-06,2020,8,6,Thursday,0,54.84,1941.32,354.0
2020-08-07,2020,8,7,Friday,0,57.02,2018.5,354.0
2020-08-08,2020,8,8,Saturday,1,42.51,1505.08,354.05
2020-08-09,2020,8,9,Sunday,1,45.08,1596.06,354.05
2020-08-10,2020,8,10,Monday,0,56.7,2007.51,354.06
2020-08-11,2020,8,11,Tuesday,0,51.26,1814.89,354.06
2020-08-12,2020,8,12,Wednesday,0,52.01,1841.28,354.02
2020-08-13,2020,8,13,Thursday,0,52.24,1849.52,354.04
2020-08-14,2020,8,14,Friday,0,55.17,1953.07,354.01
2020-08-15,2020,8,15,Saturday,1,45.4,1607.36,354.04
2020-08-16,2020,8,16,Sunday,1,44.2,1564.7,354.0
2020-08-17,2020,8,17,Monday,0,55.49,1964.41,354.01
2020-08-18,2020,8,18,Tuesday,0,50.83,1799.49,354.02
2020-08-19,2020,8,19,Wednesday,0,51.53,1824.45,354.06
2020-08-20,2020,8,20,Thursday,0,53.35,1888.77,354.03
2020-08-21,2020,8,21,Friday,0,55.81,1975.93,354.05
2020-08-22,2020,8,22,Saturday,1,47.09,1667.18,354.04
2020-08-23,2020,8,23,Sunday,1,43.76,1549.24,354.03
2020-08-24,2020,8,24,Monday,0,55.18,1953.61,354.04
2020-08-25,2020,8,25,Tuesday,0,53.68,1900.43,354.03
2020-08-26,2020,8,26,Wednesday,0,50.0,1770.05,354.01
2020-08-27,2020,8,27,Thursday,0,49.46,1751.05,354.03
2020-08-28,2020,8,28,Friday,0,54.01,1911.99,354.01
2020-08-29,2020,8,29,Saturday,1,46.36,1641.43,354.06
2020-08-30,2020,8,30,Sunday,1,50.05,1771.92,354.03
2020-08-31,2020,8,31,Monday,0,67.66,2395.48,354.05
2020-09-01,2020,9,1,Tuesday,0,67.84,2352.26,346.74
2020-09-02,2020,9,2,Wednesday,0,69.39,2406.01,346.74
2020-09-03,2020,9,3,Thursday,0,62.78,2176.93,346.76
2020-09-04,2020,9,4,Friday,0,68.41,2372.34,346.78
2020-09-05,2020,9,5,Saturday,1,54.71,1897.25,346.78
2020-09-06,2020,9,6,Sunday,1,53.18,1843.99,346.75
2020-09-07,2020,9,7,Monday,0,64.85,2248.62,346.74
2020-09-08,2020,9,8,Tuesday,0,61.07,2117.65,346.76
2020-09-09,2020,9,9,Wednesday,0,61.4,2129.25,346.78
2020-09-10,2020,9,10,Thursday,0,59.01,2046.26,346.76
2020-09-11,2020,9,11,Friday,0,63.33,2196.05,346.76
2020-09-12,2020,9,12,Saturday,1,51.0,1768.36,346.74
2020-09-13,2020,9,13,Sunday,1,50.7,1757.94,346.73
2020-09-14,2020,9,14,Monday,0,62.19,2156.41,346.75
2020-09-15,2020,9,15,Tuesday,0,61.26,2124.14,346.74
2020-09-16,2020,9,16,Wednesday,0,61.72,2140.3,346.78
2020-09-17,2020,9,17,Thursday,0,60.16,2086.19,346.77
2020-09-18,2020,9,18,Friday,0,67.46,2339.35,346.78
2020-09-19,2020,9,19,Saturday,1,48.95,1697.3,346.74
2020-09-20,2020,9,20,Sunday,1,50.65,1756.48,346.79
2020-09-21,2020,9,21,Monday,0,61.71,2139.96,346.78
2020-09-22,2020,9,22,Tuesday,0,56.64,1964.16,346.78
2020-09-23,2020,9,23,Wednesday,0,59.85,2075.51,346.79
2020-09-24,2020,9,24,Thursday,0,59.78,2073.07,346.78
2020-09-25,2020,9,25,Friday,0,67.53,2341.59,346.75
2020-09-26,2020,9,26,Saturday,1,52.14,1807.94,346.75
2020-09-27,2020,9,27,Sunday,1,49.16,1704.64,346.75
2020-09-28,2020,9,28,Monday,0,66.34,2300.43,346.76
2020-09-29,2020,9,29,Tuesday,0,71.53,2480.42,346.77
2020-09-30,2020,9,30,Wednesday,0,70.21,2434.55,346.75
2020-10-01,2020,10,1,Thursday,0,76.31,2637.35,345.61
2020-10-02,2020,10,2,Friday,0,80.77,2791.39,345.6
2020-10-03,2020,10,3,Saturday,1,56.04,1936.89,345.63
2020-10-04,2020,10,4,Sunday,1,58.97,2038.1,345.62
2020-10-05,2020,10,5,Monday,0,73.93,2555.03,345.6
2020-10-06,2020,10,6,Tuesday,0,69.91,2415.93,345.58
2020-10-07,2020,10,7,Wednesday,0,65.83,2275.17,345.61
2020-10-08,2020,10,8,Thursday,0,64.57,2231.48,345.59
2020-10-09,2020,10,9,Friday,0,72.44,2503.51,345.6
2020-10-10,2020,10,10,Saturday,1,53.25,1840.18,345.57
2020-10-11,2020,10,11,Sunday,1,57.44,1985.06,345.59
2020-10-12,2020,10,12,Monday,0,69.86,2414.26,345.59
2020-10-13,2020,10,13,Tuesday,0,65.88,2276.75,345.59
2020-10-14,2020,10,14,Wednesday,0,63.62,2198.57,345.58
2020-10-15,2020,10,15,Thursday,0,74.63,2579.07,345.58
2020-10-16,2020,10,16,Friday,0,78.2,2702.54,345.59
2020-10-17,2020,10,17,Saturday,1,59.89,2069.8,345.6
2020-10-18,2020,10,18,Sunday,1,56.14,1940.08,345.58
2020-10-19,2020,10,19,Monday,0,77.11,2664.84,345.59
2020-10-20,2020,10,20,Tuesday,0,77.4,2674.98,345.6
2020-10-21,2020,10,21,Wednesday,0,77.16,2666.52,345.58
2020-10-22,2020,10,22,Thursday,0,72.49,2505.11,345.58
2020-10-23,2020,10,23,Friday,0,78.05,2697.24,345.58
2020-10-24,2020,10,24,Saturday,1,63.5,2194.66,345.62
2020-10-25,2020,10,25,Sunday,1,60.27,2082.87,345.59
2020-10-26,2020,10,26,Monday,0,70.76,2445.39,345.59
2020-10-27,2020,10,27,Tuesday,0,68.35,2362.1,345.59
2020-10-28,2020,10,28,Wednesday,0,69.27,2394.02,345.61
2020-10-29,2020,10,29,Thursday,0,66.61,2302.09,345.61
2020-10-30,2020,10,30,Friday,0,82.51,2851.59,345.61
2020-10-31,2020,10,31,Saturday,1,63.29,2187.14,345.57
2020-11-01,2020,11,1,Sunday,1,69.92,2422.41,346.45
2020-11-02,2020,11,2,Monday,0,88.39,3062.4,346.46
2020-11-03,2020,11,3,Tuesday,0,74.49,2580.8,346.46
2020-11-04,2020,11,4,Wednesday,0,75.7,2622.63,346.45
2020-11-05,2020,11,5,Thursday,0,71.9,2491.16,346.48
2020-11-06,2020,11,6,Friday,0,82.87,2871.19,346.47
2020-11-07,2020,11,7,Saturday,1,62.03,2149.0,346.45
2020-11-08,2020,11,8,Sunday,1,62.58,2168.13,346.46
2020-11-09,2020,11,9,Monday,0,75.71,2623.08,346.46
2020-11-10,2020,11,10,Tuesday,0,68.32,2367.02,346.46
2020-11-11,2020,11,11,Wednesday,0,75.63,2620.37,346.47
2020-11-12,2020,11,12,Thursday,0,75.31,2609.09,346.45
2020-11-13,2020,11,13,Friday,0,78.95,2735.34,346.46
2020-11-14,2020,11,14,Saturday,1,62.78,2174.9,346.43
2020-11-15,2020,11,15,Sunday,1,70.15,2430.21,346.43
2020-11-16,2020,11,16,Monday,0,81.3,2816.7,346.46
2020-11-17,2020,11,17,Tuesday,0,79.76,2763.37,346.46
2020-11-18,2020,11,18,Wednesday,0,82.98,2874.84,346.45
2020-11-19,2020,11,19,Thursday,0,78.0,2702.27,346.44
2020-11-20,2020,11,20,Friday,0,88.25,3057.3,346.44
2020-11-21,2020,11,21,Saturday,1,65.59,2272.47,346.47
2020-11-22,2020,11,22,Sunday,1,70.02,2426.03,346.48
2020-11-23,2020,11,23,Monday,0,85.01,2945.33,346.47
2020-11-24,2020,11,24,Tuesday,0,77.12,2671.88,346.46
2020-11-25,2020,11,25,Wednesday,0,83.88,2906.05,346.45
2020-11-26,2020,11,26,Thursday,0,72.06,2496.41,346.43
2020-11-27,2020,11,27,Friday,0,77.78,2694.83,346.47
2020-11-28,2020,11,28,Saturday,1,63.07,2185.13,346.46
2020-11-29,2020,11,29,Sunday,1,74.94,2596.39,346.46
2020-11-30,2020,11,30,Monday,0,86.39,2992.88,346.44
2020-12-01,2020,12,1,Tuesday,0,83.01,2901.13,349.49
2020-12-02,2020,12,2,Wednesday,0,83.92,2933.03,349.5
2020-12-03,2020,12,3,Thursday,0,73.55,2570.42,349.48
2020-12-04,2020,12,4,Friday,0,78.19,2732.84,349.51
2020-12-05,2020,12,5,Saturday,1,60.45,2112.63,349.48
2020-12-06,2020,12,6,Sunday,1,59.45,2077.84,349.51
2020-12-07,2020,12,7,Monday,0,75.84,2650.48,349.48
2020-12-08,2020,12,8,Tuesday,0,69.73,2437.07,349.5
2020-12-09,2020,12,9,Wednesday,0,65.73,2297.38,349.52
2020-12-10,2020,12,10,Thursday,0,72.99,2551.04,349.51
2020-12-11,2020,12,11,Friday,0,79.77,2787.79,349.48
2020-12-12,2020,12,12,Saturday,1,56.13,1961.85,349.52
2020-12-13,2020,12,13,Sunday,1,59.06,2064.08,349.49
2020-12-14,2020,12,14,Monday,0,76.99,2690.74,349.49
2020-12-15,2020,12,15,Tuesday,0,76.5,2673.49,349.48
2020-12-16,2020,12,16,Wednesday,0,72.09,2519.64,349.51
2020-12-17,2020,12,17,Thursday,0,70.47,2463.07,349.52
2020-12-18,2020,12,18,Friday,0,77.42,2705.69,349.48
2020-12-19,2020,12,19,Saturday,1,64.21,2244.22,349.51
2020-12-20,2020,12,20,Sunday,1,59.84,2091.56,349.53
2020-12-21,2020,12,21,Monday,0,73.92,2583.6,349.51
2020-12-22,2020,12,22,Tuesday,0,71.0,2481.6,349.52
2020-12-23,2020,12,23,Wednesday,0,69.99,2446.05,349.49
2020-12-24,2020,12,24,Thursday,0,72.31,2527.33,349.51
2020-12-25,2020,12,25,Friday,0,81.32,2842.24,349.51
2020-12-26,2020,12,26,Saturday,1,61.94,2164.76,349.49
2020-12-27,2020,12,27,Sunday,1,60.7,2121.29,349.47
2020-12-28,2020,12,28,Monday,0,75.02,2621.92,349.5
2020-12-29,2020,12,29,Tuesday,0,68.67,2399.98,349.49
2020-12-30,2020,12,30,Wednesday,0,85.05,2972.49,349.5
2020-12-31,2020,12,31,Thursday,0,82.66,2889.01,349.51
2021-01-01,2021,1,1,Friday,0,91.79,3218.99,350.69
2021-01-02,2021,1,2,Saturday,1,80.79,2833.18,350.68
2021-01-03,2021,1,3,Sunday,1,63.8,2237.46,350.7
2021-01-04,2021,1,4,Monday,0,76.32,2676.33,350.67
2021-01-05,2021,1,5,Tuesday,0,73.33,2571.52,350.68
2021-01-06,2021,1,6,Wednesday,0,76.84,2694.58,350.67
2021-01-07,2021,1,7,Thursday,0,74.53,2613.69,350.69
2021-01-08,2021,1,8,Friday,0,77.02,2700.83,350.67
2021-01-09,2021,1,9,Saturday,1,65.19,2285.95,350.66
2021-01-10,2021,1,10,Sunday,1,61.65,2161.9,350.67
2021-01-11,2021,1,11,Monday,0,82.17,2881.47,350.67
2021-01-12,2021,1,12,Tuesday,0,76.69,2689.24,350.66
2021-01-13,2021,1,13,Wednesday,0,73.28,2569.88,350.69
2021-01-14,2021,1,14,Thursday,0,77.14,2704.94,350.65
2021-01-15,2021,1,15,Friday,0,80.37,2818.53,350.69
2021-01-16,2021,1,16,Saturday,1,65.04,2280.75,350.67
2021-01-17,2021,1,17,Sunday,1,64.22,2251.99,350.67
2021-01-18,2021,1,18,Monday,0,76.11,2668.94,350.67
2021-01-19,2021,1,19,Tuesday,0,72.85,2554.55,350.66
2021-01-20,2021,1,20,Wednesday,0,76.58,2685.33,350.66
2021-01-21,2021,1,21,Thursday,0,73.53,2578.68,350.7
2021-01-22,2021,1,22,Friday,0,79.32,2781.68,350.69
2021-01-23,2021,1,23,Saturday,1,61.01,2139.47,350.68
2021-01-24,2021,1,24,Sunday,1,64.08,2247.22,350.69
2021-01-25,2021,1,25,Monday,0,82.59,2896.26,350.68
2021-01-26,2021,1,26,Tuesday,0,71.9,2521.42,350.68
2021-01-27,2021,1,27,Wednesday,0,74.33,2606.73,350.7
2021-01-28,2021,1,28,Thursday,0,77.43,2715.2,350.67
2021-01-29,2021,1,29,Friday,0,80.05,2807.0,350.66
2021-01-30,2021,1,30,Saturday,1,73.77,2586.88,350.67
2021-01-31,2021,1,31,Sunday,1,69.89,2450.76,350.66
2021-02-01,2021,2,1,Monday,0,100.07,3514.92,351.25
2021-02-02,2021,2,2,Tuesday,0,93.62,3288.5,351.26
2021-02-03,2021,2,3,Wednesday,0,84.29,2960.75,351.26
2021-02-04,2021,2,4,Thursday,0,84.79,2978.15,351.24
2021-02-05,2021,2,5,Friday,0,94.78,3329.18,351.25
2021-02-06,2021,2,6,Saturday,1,71.01,2494.36,351.27
2021-02-07,2021,2,7,Sunday,1,70.39,2472.46,351.25
2021-02-08,2021,2,8,Monday,0,86.44,3036.27,351.26
2021-02-09,2021,2,9,Tuesday,0,81.0,2845.25,351.27
2021-02-10,2021,2,10,Wednesday,0,82.7,2904.92,351.26
2021-02-11,2021,2,11,Thursday,0,81.15,2850.23,351.23
2021-02-12,2021,2,12,Friday,0,88.83,3120.3,351.27
2021-02-13,2021,2,13,Saturday,1,72.83,2558.03,351.23
2021-02-14,2021,2,14,Sunday,1,67.12,2357.52,351.24
2021-02-15,2021,2,15,Monday,0,88.76,3117.84,351.27
2021-02-16,2021,2,16,Tuesday,0,85.11,2989.34,351.23
2021-02-17,2021,2,17,Wednesday,0,81.58,2865.53,351.25
2021-02-18,2021,2,18,Thursday,0,76.66,2692.66,351.25
2021-02-19,2021,2,19,Friday,0,86.93,3053.33,351.24
2021-02-20,2021,2,20,Saturday,1,72.78,2556.25,351.23
2021-02-21,2021,2,21,Sunday,1,69.53,2442.38,351.27
2021-02-22,2021,2,22,Monday,0,83.51,2933.29,351.25
2021-02-23,2021,2,23,Tuesday,0,80.63,2832.17,351.26
2021-02-24,2021,2,24,Wednesday,0,83.94,2948.24,351.23
2021-02-25,2021,2,25,Thursday,0,83.21,2922.88,351.27
2021-02-26,2021,2,26,Friday,0,87.83,3085.16,351.26
